Instance,Submission Date,Submitter,Duration,District,Kumban,Village,DELETED - Village Phin,Source type,RWS type,Extract BH,Extract DW,Extract SW,Distrib?,Distrib how,Distrib Pt #,Photo source,Get water,State extract,Yield (s),Women user,Men,User type,In use,Why not,Owner,Resp org.,Funds,Age,Manager,Water payT,Name RWS,Photo Pt 1,Lat,Lon,Elev,Geo code,Functionality,Quantity,Quality,Accessibility,Reliability,Photo of Source
3371122,12-09-2014 06:38:40 UTC,Kayson,0:36:37,Atsaphone,Judsumphonengarm,"13-XX-022-???? ??????-""Phontoum",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/cd607f1a-abdb-4452-87ab-d49e1fb13714.jpg,Yes,Not well,45,3,6,Community,No,,Community,International NGO,International NGO,>20,Community,,________ _._________________,https://akvoflow-34.s3.amazonaws.com/images/a19458fa-e489-4c53-a50f-e8983ca6e0dd.jpg,16.89787625,105.2649111,142.8,5zmrw4ui1,No functionality,Not met,Met,NA,NA,https://akvoflow-34.s3.amazonaws.com/images/cd607f1a-abdb-4452-87ab-d49e1fb13714.jpg
3371241,12-09-2014 08:58:16 UTC,___ _______,0:17:04,Atsaphone,Judsumnalaw,"13-XX-058-???? ???????-""Nakapong",,Ground / Spring,Dug Well,,Loose rope/ stick,,No,,,https://akvoflow-34.s3.amazonaws.com/images/e7a5cd41-61b4-4951-945e-6ca2a60c2c55.jpg,Yes,Works well,12,6,2,Community,Yes,,Community,Community,Community,>20,Community,When break down,_______ _____,https://akvoflow-34.s3.amazonaws.com/images/6d370704-b72d-42be-89b1-14ae749d9d85.jpg,16.86009948,105.4456617,131.8,5z5f2wdbs,Partial functionality,Met,Not met,Met,Met,https://akvoflow-34.s3.amazonaws.com/images/e7a5cd41-61b4-4951-945e-6ca2a60c2c55.jpg
3371263,12-09-2014 03:15:10 UTC,_. ________   _. _____,0:11:34,Atsaphone,Judsumnalaw,"13-XX-059-???? ??????????-""Singsavang",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/0a4afba7-8080-46e9-925d-cf4a468bb32b.jpg,Yes,Works well,20,6,6,Community,Yes,,Community,International NGO,International NGO,< 5,Community,Community box,_. ______,https://akvoflow-34.s3.amazonaws.com/images/9a4c2bd1-de73-4c60-ab0c-352dcb5bd1a7.jpg,16.8195291,105.4385177,157.8,5yms4kgxd,Partial functionality,Not met,Met,Met,Met,https://akvoflow-34.s3.amazonaws.com/images/0a4afba7-8080-46e9-925d-cf4a468bb32b.jpg
3371342,12-09-2014 07:18:03 UTC,_. ________   _. _____,0:12:07,Atsaphone,Judsumnalaw,"13-XX-060-???? ??????-""Nathom",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/1df573e1-cfea-4697-a22d-1586ecabd307.jpg,Yes,Works well,10,6,7,Community,Yes,,Community,International NGO,International NGO,< 5,Community,Community box,_. _____,https://akvoflow-34.s3.amazonaws.com/images/38369715-3b75-4dbc-9116-4c2b3b1fa4cf.jpg,16.84084664,105.4109862,153,5ywkpy1zx,Full functionality,Met,Met,Met,Met,https://akvoflow-34.s3.amazonaws.com/images/1df573e1-cfea-4697-a22d-1586ecabd307.jpg
3371410,12-09-2014 08:28:42 UTC,_. ________   _. _____,0:14:55,Atsaphone,Judsumnapord,"13-XX-048-???? ?????-""Napord",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/8e97cb4c-8b8f-40cc-9346-6663b5520186.jpg,Yes,Works well,15,6,8,Community,Yes,,Community,International NGO,International NGO,< 5,Community,Community box,_. ______,https://akvoflow-34.s3.amazonaws.com/images/710e0e7c-8c02-4a87-be51-5a98f1c431c5.jpg,16.91778914,105.3973212,151.5,5zvx619ud,Full functionality,Met,Met,Met,Met,https://akvoflow-34.s3.amazonaws.com/images/8e97cb4c-8b8f-40cc-9346-6663b5520186.jpg
3371600,07-09-2014 06:51:35 UTC,_. _________,0:00:14,Atsaphone,Kumban 1,"13-01-008-???? ???????-""Songhong",,Ground / Spring,Dug Well,,Loose rope/ stick,,No,,,https://akvoflow-34.s3.amazonaws.com/images/f7c8dac0-db54-4b5e-aeba-2cef9fabfcfa.jpg,Yes,Works well,10,3,3,Community,Yes,,Community,Community,Community,>20,Community,No payment,_. ___,https://akvoflow-34.s3.amazonaws.com/images/82d2cc07-bab7-489a-8778-8230a1f90961.jpg,16.93816483,105.3454052,172,605a7re32,No functionality,Met,Not met,Not met,Met,https://akvoflow-34.s3.amazonaws.com/images/f7c8dac0-db54-4b5e-aeba-2cef9fabfcfa.jpg
3371681,12-09-2014 03:50:03 UTC,_. _________ __________,0:14:06,Atsaphone,Judsumphonengarm,"13-XX-029-???? ???????-""Parkkada",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/75d8797f-33e5-4fda-98e7-ec1d7970965d.jpg,Yes,Not well,33,6,3,Community,Yes,,Community,International NGO,International NGO,< 5,Community,When break down,____ ___ _____,https://akvoflow-34.s3.amazonaws.com/images/6b0ca0b8-965d-4d09-a8a9-a51ee304e7cd.jpg,16.88124846,105.144761,171.4,5zf4v27g7,Partial functionality,Not met,Met,Met,Met,https://akvoflow-34.s3.amazonaws.com/images/75d8797f-33e5-4fda-98e7-ec1d7970965d.jpg
3371704,12-09-2014 04:29:34 UTC,_. _________ __________,0:14:34,Atsaphone,Judsumphonengarm,"13-XX-026-??????-""Phonphaeng",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/07af02ce-7243-4299-94e0-d851bc17f6d3.jpg,No,Doesn't work,,5,2,Community,No,Not working,Community,International NGO,International NGO,10 to 20,Community,,________ ____ ___,https://akvoflow-34.s3.amazonaws.com/images/e3d4ba5f-bcca-4f61-8a3a-de9f8937d44a.jpg,16.92389163,105.2283611,171.7,5zyq7rqpn,No functionality,Not met,Met,NA,NA,https://akvoflow-34.s3.amazonaws.com/images/07af02ce-7243-4299-94e0-d851bc17f6d3.jpg
3371790,12-09-2014 09:02:17 UTC,_. _________,0:09:18,Atsaphone,Kumban 02,"13-02-011-???? ????????-""Navangmon",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/f141aa82-d461-45f5-a46e-0b09fec5b2e0.jpg,Yes,Works well,13,0,4,Community|Wat,Yes,,Community,International NGO,International NGO,5 to 10,Community,No payment,___________,https://akvoflow-34.s3.amazonaws.com/images/3f4264f4-3eea-4551-bde2-048ac56c993d.jpg,16.83041066,105.3501803,166.9,5yrs86y0t,Full functionality,Met,Met,Met,Met,https://akvoflow-34.s3.amazonaws.com/images/f141aa82-d461-45f5-a46e-0b09fec5b2e0.jpg
3371852,12-09-2014 08:40:31 UTC,___ ________,0:11:28,Atsaphone,Kumban 04,"13-04-017-???? ??????-""Kudsung",,Ground / Spring,Dug Well,,Loose rope/ stick,,No,,,https://akvoflow-34.s3.amazonaws.com/images/f323c7b5-669d-4770-b085-a6d65ca4254b.jpg,Yes,Works well,11,4,3,Community,Yes,,Community,Community,Community,>20,Community,No payment,___ ____ ____,https://akvoflow-34.s3.amazonaws.com/images/515f6def-1fa0-496c-8dd2-7bc9d59a4ae7.jpg,16.9063587,105.3054576,134.8,5zqo4woou,No functionality,Met,Not met,Not met,Met,https://akvoflow-34.s3.amazonaws.com/images/f323c7b5-669d-4770-b085-a6d65ca4254b.jpg
3371895,12-09-2014 09:38:26 UTC,___ _______,0:11:35,Atsaphone,Judsumphonengarm,"13-XX-023-???? ???????-""Phonnadee",,Ground / Spring,Dug Well,,Loose rope/ stick,,No,,,https://akvoflow-34.s3.amazonaws.com/images/cf766fc8-a3c2-4037-b70b-4fb5d8520846.jpg,Yes,Works well,10,2,5,Community,Yes,,Community,International NGO,International NGO,5 to 10,Community,No payment,___ ____ ______,https://akvoflow-34.s3.amazonaws.com/images/7be99ebb-3b88-4b3e-bd59-f2b0266bd74d.jpg,16.87663149,105.2480841,198.9,5zd0mdxhc,No functionality,Met,Not met,Not met,Met,https://akvoflow-34.s3.amazonaws.com/images/cf766fc8-a3c2-4037-b70b-4fb5d8520846.jpg
3371917,12-09-2014 09:55:44 UTC,___ ________,0:12:12,Atsaphone,Judsumphonengarm,"13-XX-023-???? ???????-""Phonnadee",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/216364dd-4c97-4de1-827b-abc22c491f39.jpg,Yes,Works well,13,1,5,Community,Yes,,Community,International NGO,International NGO,10 to 20,Community,Community box,_____ ____ _____,https://akvoflow-34.s3.amazonaws.com/images/ddbc3652-3559-4e31-8768-05b5f0f51e3a.jpg,16.87008685,105.2412213,174.1,5za0aop30,Full functionality,Met,Met,Met,Met,https://akvoflow-34.s3.amazonaws.com/images/216364dd-4c97-4de1-827b-abc22c491f39.jpg
3372033,12-09-2014 13:01:25 UTC,___ _______,0:10:18,Atsaphone,Kumban 04,"13-04-019-???? ??????-""Donkoong",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/4dbf8aee-e94d-4f02-809a-42d5f9907c88.jpg,Yes,Works well,29,5,4,Community,Yes,,Community,International NGO,International NGO,5 to 10,Community,Community box,_____ ____ __,https://akvoflow-34.s3.amazonaws.com/images/d6325915-76e5-4ca4-a9c6-a2c71d780c37.jpg,16.9234543,105.2547337,141.3,5zyixt0qr,No functionality,Not met,Met,Not met,Met,https://akvoflow-34.s3.amazonaws.com/images/4dbf8aee-e94d-4f02-809a-42d5f9907c88.jpg
3372120,12-09-2014 04:12:22 UTC,_.____,0:14:03,Atsaphone,Judsumnalaw,"13-XX-054-???? ?????????-""Houaynguakham",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/442991d2-3065-49ac-8e60-f5ab42a74e2f.jpg,Yes,Works well,10,6,9,Community,Yes,,Community,International institution,Don't know,10 to 20,Community,When break down,________ _.__,https://akvoflow-34.s3.amazonaws.com/images/7ce73a2b-cec3-4c8e-b4df-40a2a700f585.jpg,16.8478715,105.5386193,185.8,5yzszfdp6,Partial functionality,Met,Met,Not met,Met,https://akvoflow-34.s3.amazonaws.com/images/442991d2-3065-49ac-8e60-f5ab42a74e2f.jpg
3380933,11-09-2014 00:22:49 UTC,_.______ __________,0:11:50,Atsaphone,Judsumnalaw,"13-XX-057-???? ???????-""Nalaw",,Ground / Spring,Dug Well,,Loose rope/ stick,,No,,,https://akvoflow-34.s3.amazonaws.com/images/ab0f18c1-0c43-427d-8076-f890c9f845ce.jpg,Yes,Works well,15,4,3,Community,Yes,,Community,Community,Community,10 to 20,Community,No payment,___ ____ ___,https://akvoflow-34.s3.amazonaws.com/images/508769f4-3456-44f2-aa7d-908c29e05bfc.jpg,16.83739956,105.4649034,171,5yuznwldl,Partial functionality,Met,Not met,Met,Met,https://akvoflow-34.s3.amazonaws.com/images/ab0f18c1-0c43-427d-8076-f890c9f845ce.jpg
3381102,11-09-2014 01:53:03 UTC,_._______ _______,0:01:56,Atsaphone,Judsumnonrixai (Nakhae),"13-XX-037-???? ????????-""Dongkhamkouan",,Ground / Spring,Dug Well,,Loose rope/ stick,,No,,,https://akvoflow-34.s3.amazonaws.com/images/7f537a72-320a-4b47-8873-05a53838421d.jpg,Yes,Works well,15,3,3,Community,Yes,,Community,Community,Community,>20,Community,No payment,_____________________,https://akvoflow-34.s3.amazonaws.com/images/74a4450e-9b1a-4845-8d9c-2580c81f23da.jpg,17.05062841,105.3107,139.9,61ky3jh6a,No functionality,Met,Not met,Not met,Met,https://akvoflow-34.s3.amazonaws.com/images/7f537a72-320a-4b47-8873-05a53838421d.jpg
3381203,12-09-2014 07:11:39 UTC,_____,0:23:37,Atsaphone,Kumban 04,"13-04-020-???? ??????-""Kokdaeng",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/6053b839-d4ef-4433-ad5a-645554473f40.jpg,No,Doesn't work,,3,4,School,No,Not working,National institution,National institution,National institution,< 5,National institution,,______ _._ ______,https://akvoflow-34.s3.amazonaws.com/images/0c9992ca-c779-44ed-a0ad-d6c03a66c6e0.jpg,16.92238471,105.2463254,172.6,5zy18r7e7,No functionality,Not met,Met,NA,NA,https://akvoflow-34.s3.amazonaws.com/images/6053b839-d4ef-4433-ad5a-645554473f40.jpg
3390933,11-09-2014 00:03:11 UTC,_. ____,0:18:14,Atsaphone,Judsumnonrixai (Nakhae),"13-XX-037-???? ????????-""Dongkhamkouan",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/8420111c-c97c-433c-a0d8-999f497fdf64.jpg,No,Doesn't work,,6,4,Community,No,Not working,Community,International NGO,International NGO,10 to 20,Community,,____________ ____________ _______,https://akvoflow-34.s3.amazonaws.com/images/8595c901-c0ce-4375-a487-a605e967e936.jpg,17.05527479,105.3307804,146.7,61n3014aj,No functionality,Not met,Met,NA,NA,https://akvoflow-34.s3.amazonaws.com/images/8420111c-c97c-433c-a0d8-999f497fdf64.jpg
3391119,11-09-2014 01:14:27 UTC,_._______ _______,0:07:16,Atsaphone,Judsumnonrixai (Nakhae),"13-XX-031-???? ????-""Nakhae",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/27deae67-7fb9-482e-af9a-e0d456c9fe8c.jpg,No,Doesn't work,,5,3,Community,No,Not working,Community,International NGO,International NGO,5 to 10,Community,,____ ___,https://akvoflow-34.s3.amazonaws.com/images/490912ad-c78a-4f00-80c1-36dd84b9678f.jpg,16.97583896,105.181356,150.8,60ml7i6ud,No functionality,Not met,Met,NA,NA,https://akvoflow-34.s3.amazonaws.com/images/27deae67-7fb9-482e-af9a-e0d456c9fe8c.jpg
3391322,12-09-2014 07:07:37 UTC,_____,0:13:48,Atsaphone,Kumban 04,"13-04-020-???? ??????-""Kokdaeng",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/eb27d604-e921-4f72-8e04-702d435e0205.jpg,No,Doesn't work,,3,4,Community,No,Not working,Community,International NGO,International NGO,5 to 10,Community,,________ _._____,https://akvoflow-34.s3.amazonaws.com/images/40b6a1e0-32dc-4647-9584-e3958963e62f.jpg,16.92022069,105.2492036,182.6,5zx1iqwr0,No functionality,Not met,Met,NA,NA,https://akvoflow-34.s3.amazonaws.com/images/eb27d604-e921-4f72-8e04-702d435e0205.jpg
3391402,12-09-2014 03:05:37 UTC,___ _______,0:11:05,Atsaphone,Judsumnapord,"13-XX-045-???? ?????-""Nanhorn",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/d102c9ee-de1f-42ed-b865-dc9cf6fdf81b.jpg,Yes,Works well,45,4,4,School,Yes,,National institution,International NGO,International NGO,< 5,National institution,When break down,______,https://akvoflow-34.s3.amazonaws.com/images/63a20c53-4a5b-4695-98f8-3b4a2f871d45.jpg,16.93086194,105.4871663,138.8,601xhj34n,No functionality,Not met,Met,Not met,Met,https://akvoflow-34.s3.amazonaws.com/images/d102c9ee-de1f-42ed-b865-dc9cf6fdf81b.jpg
3401040,12-09-2014 00:53:17 UTC,Kayson,0:38:51,Atsaphone,Judsumphonengarm,"13-XX-022-???? ??????-""Phontoum",,Surface,Pond or reservoir,,,Bucket (no rope),No,,,https://akvoflow-34.s3.amazonaws.com/images/b92aeb4b-45c1-4585-957e-c69262fae1cb.jpg,Yes,Works well,4,1,3,Community,Yes,,Private,Private,Private,10 to 20,Private,No payment,_____ ______,https://akvoflow-34.s3.amazonaws.com/images/46b998c3-1a63-4eb3-b351-65bff0047000.jpg,16.90117639,105.258872,157.2,5zoagvar0,No functionality,Met,Not met,Not met,Met,https://akvoflow-34.s3.amazonaws.com/images/b92aeb4b-45c1-4585-957e-c69262fae1cb.jpg
3401111,12-09-2014 04:15:17 UTC,_____,0:09:10,Atsaphone,Judsumphonengarm,"13-XX-028-?????????-""Kathinggnai",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/e0b5461b-9642-4aad-9064-32afcbe61d4f.jpg,Yes,Works well,15,2,4,School,Yes,,Community,Private,Private,10 to 20,Community,Community box,____________________,https://akvoflow-34.s3.amazonaws.com/images/2a9478c9-f405-4cc3-bd90-aff4b6c39b3f.jpg,16.89072427,105.2083535,166.4,5zjhn7ir7,Full functionality,Met,Met,Met,Met,https://akvoflow-34.s3.amazonaws.com/images/e0b5461b-9642-4aad-9064-32afcbe61d4f.jpg
3401133,12-09-2014 08:34:53 UTC,_.______ __________,0:21:26,Atsaphone,Judsumnalaw,"13-XX-053-???? ?????-""Nakharm",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/443ef97b-6b79-4ff3-8322-6c0c484d3703.jpg,Yes,Works well,17,5,3,Community,Yes,,Community,International NGO,International NGO,5 to 10,Community,Community box,________________,https://akvoflow-34.s3.amazonaws.com/images/9b53db99-9269-4792-8948-891c14270c62.jpg,16.86009173,105.4715576,129.1,5z5f2wdiz,Partial functionality,Met,Met,Not met,Met,https://akvoflow-34.s3.amazonaws.com/images/443ef97b-6b79-4ff3-8322-6c0c484d3703.jpg
3401135,12-09-2014 06:44:46 UTC,_____,0:12:32,Atsaphone,Judsumphonengarm,"13-XX-026-??????-""Phonphaeng",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/d9700aad-91b9-4e54-b025-0ca48285208a.jpg,No,Doesn't work,,2,5,Community,No,Not working,Community,International NGO,International NGO,5 to 10,Community,,________ _.___,https://akvoflow-34.s3.amazonaws.com/images/ed50875d-39e1-482d-bc60-f99f29c72ae6.jpg,16.89267477,105.2190519,160.1,5zkdw6sgu,No functionality,Not met,Met,NA,NA,https://akvoflow-34.s3.amazonaws.com/images/d9700aad-91b9-4e54-b025-0ca48285208a.jpg
3401136,12-09-2014 07:49:13 UTC,_____,0:17:00,Atsaphone,Kumban 04,"13-04-020-???? ??????-""Kokdaeng",,Ground / Spring,Dug Well,,Handpump,,No,,,https://akvoflow-34.s3.amazonaws.com/images/28f479f4-ec85-4259-85a6-7a7d303a67ca.jpg,Yes,Works well,5,5,2,Community,Yes,,Community,Community,Community,< 5,Community,No payment,________________  ______,https://akvoflow-34.s3.amazonaws.com/images/dc3b50c9-c86c-4b04-ab0a-8df329a87c08.jpg,16.91781583,105.2460436,146.7,5zvxnw8to,Partial functionality,Met,Not met,Met,Met,https://akvoflow-34.s3.amazonaws.com/images/28f479f4-ec85-4259-85a6-7a7d303a67ca.jpg
3401240,12-09-2014 04:01:18 UTC,___ _______,0:09:50,Atsaphone,Judsumnapord,"13-XX-045-???? ?????-""Nanhorn",,Ground / Spring,Dug Well,,Loose rope/ stick,,No,,,https://akvoflow-34.s3.amazonaws.com/images/8855d63d-926f-40bd-83d2-8425cb55f507.jpg,Yes,Works well,9,5,4,Community,Yes,,Community,Community,Community,< 5,Community,When break down,________ ____,https://akvoflow-34.s3.amazonaws.com/images/8f9fe60b-f5c1-4da9-b9e1-1586d8d87f63.jpg,16.92971953,105.4862812,150.1,601egulfy,No functionality,Met,Not met,Not met,Met,https://akvoflow-34.s3.amazonaws.com/images/8855d63d-926f-40bd-83d2-8425cb55f507.jpg
3401353,12-09-2014 06:43:41 UTC,_. ________   _. _____,0:13:52,Atsaphone,Judsumnalaw,"13-XX-060-???? ??????-""Nathom",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/6f6bc9f2-e289-4a11-84c7-46d4df048201.jpg,Yes,Works well,12,7,10,Community|School,Yes,,Community,National institution,National institution,10 to 20,Community,Community box,______,https://akvoflow-34.s3.amazonaws.com/images/29b51337-356a-4b19-a71f-142589b0c41a.jpg,16.8319076,105.4090345,124.2,5ysgvatu2,Partial functionality,Met,Met,Not met,Met,https://akvoflow-34.s3.amazonaws.com/images/6f6bc9f2-e289-4a11-84c7-46d4df048201.jpg
3401369,12-09-2014 06:50:01 UTC,_. ________   _. _____,0:05:53,Atsaphone,Judsumnalaw,"13-XX-060-???? ??????-""Nathom",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/e6005353-be8e-4dce-bd59-0a45cd702ea7.jpg,No,Doesn't work,,8,10,Community,No,Not working,Community,National institution,National institution,10 to 20,Community,,_. __,https://akvoflow-34.s3.amazonaws.com/images/74b65661-b379-4b4d-b951-8f601556760d.jpg,16.8355878,105.4122443,142.3,5yu5qa016,No functionality,Not met,Met,NA,NA,https://akvoflow-34.s3.amazonaws.com/images/e6005353-be8e-4dce-bd59-0a45cd702ea7.jpg
3401375,12-09-2014 07:21:12 UTC,_. ________   _. _____,0:07:52,Atsaphone,Judsumnalaw,"13-XX-060-???? ??????-""Nathom",,Ground / Spring,Dug Well,,Loose rope/ stick,,No,,,https://akvoflow-34.s3.amazonaws.com/images/2abcc5d5-017a-4424-8a01-fffb1c8995fb.jpg,Yes,Works well,8,8,9,Community,Yes,,Community,Community,Community,5 to 10,Community,Community box,_. ______,https://akvoflow-34.s3.amazonaws.com/images/d1296109-0d8c-4534-a867-1795a07430bd.jpg,16.84014465,105.4111151,130.5,5yw956mjj,No functionality,Met,Not met,Not met,Met,https://akvoflow-34.s3.amazonaws.com/images/2abcc5d5-017a-4424-8a01-fffb1c8995fb.jpg
3401595,12-09-2014 03:03:00 UTC,_. _________ __________,0:20:20,Atsaphone,Kumban 03,"13-03-016-???? ?????????-""Namarkkea",,Ground / Spring,Borehole,Motor pump,,,Yes,Same pump used for extraction,1,https://akvoflow-34.s3.amazonaws.com/images/59b71ace-3296-4fd2-9ed6-0c3f0f79acf8.jpg,Yes,Works well,16,6,4,School,Yes,,National institution,National institution,National institution,< 5,Community,When break down,____________ _________ _____2,https://akvoflow-34.s3.amazonaws.com/images/61769bcf-1e82-439e-b926-dd6e3078c186.jpg,16.89602471,105.2759431,182.2,5zlxaoxg7,Partial functionality,Met,Met,Not met,Met,https://akvoflow-34.s3.amazonaws.com/images/59b71ace-3296-4fd2-9ed6-0c3f0f79acf8.jpg
3401667,12-09-2014 04:37:38 UTC,_. ________ ______,0:10:28,Atsaphone,Judsumphonengarm,"13-XX-026-??????-""Phonphaeng",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/6d043349-3dee-49b5-ade6-9a278a9b74d3.jpg,Yes,Works well,17,4,3,Community|School,Yes,,Community,International NGO,International NGO,5 to 10,Community,Community box,______ __________ ________,https://akvoflow-34.s3.amazonaws.com/images/bb45cb6c-e5f5-4ba9-b92a-f78736a88e8e.jpg,16.92441769,105.2260862,142.1,5zyytd59g,Full functionality,Met,Met,Met,Met,https://akvoflow-34.s3.amazonaws.com/images/6d043349-3dee-49b5-ade6-9a278a9b74d3.jpg
3401669,12-09-2014 04:50:44 UTC,_. ________ ______,0:16:49,Atsaphone,Kumban 04,"13-04-019-???? ??????-""Donkoong",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/381194ca-1657-4dba-a9ea-ec99892cdc04.jpg,Yes,Works well,19,4,3,Community|School,Yes,,Community,International NGO,International NGO,< 5,Community,When break down,______ _____ ______,https://akvoflow-34.s3.amazonaws.com/images/6a2255ac-a8b3-49a6-bd5b-cf70204f8631.jpg,16.92241597,105.256661,271.8,5zy1qm7me,Partial functionality,Met,Met,Not met,Met,https://akvoflow-34.s3.amazonaws.com/images/381194ca-1657-4dba-a9ea-ec99892cdc04.jpg
3401726,12-09-2014 09:06:33 UTC,___ _______,0:22:50,Atsaphone,Judsumphonengarm,"13-XX-024-???? ????-""Phoxay",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/53a7d13d-b2ac-45db-8b45-519af6463bd8.jpg,Yes,Works well,26,3,3,Community,Yes,,Community,International NGO,International NGO,< 5,Community,Community box,_____ ___ __,https://akvoflow-34.s3.amazonaws.com/images/1a26c217-1d5b-428f-9251-ed651bc74dce.jpg,16.87692749,105.2202283,166.4,5zd5f1mp6,No functionality,Not met,Met,Not met,Met,https://akvoflow-34.s3.amazonaws.com/images/53a7d13d-b2ac-45db-8b45-519af6463bd8.jpg
3410953,05-09-2014 01:51:35 UTC,_. _________,0:01:33,Atsaphone,Directly under district,"13-XX-001-???? ??????????-""Hatdokkeo",,Ground / Spring,Borehole,Motor pump,,,Yes,Same pump used for extraction,2,https://akvoflow-34.s3.amazonaws.com/images/07a98fe7-448c-4335-abc8-8a6a9bd59c4c.jpg,Yes,Works well,19,1,1,Community,Yes,,Community,National institution,International NGO,10 to 20,Community,Time,____ ________,https://akvoflow-34.s3.amazonaws.com/images/9b209275-c38a-4f39-a8be-6ea1e5dcbc6d.jpg,16.83860423,105.3368465,160.9,5yvjob2d4,Partial functionality,Met,Met,Met,Not met,https://akvoflow-34.s3.amazonaws.com/images/07a98fe7-448c-4335-abc8-8a6a9bd59c4c.jpg
